ca,regime,famille,paquet,poids
146580.00,3,CO,B,592.21
2198700.00,3,CO,B,1494.65
1026060.00,3,CO,B,1494.65
293160.00,1,NA,B,733.86
916125.00,3,CO,B,733.86
1319220.00,3,AR,B,733.86
681597.00,3,AR,B,733.86
732900.00,1,AR,B,733.86
18322.50,1,AR,B,733.86
219870.00,3,CO,B,733.86
219870.00,3,AR,B,2345.40
4702775.00,3,AR,B,733.86
87948.00,2,CO,B,733.86
1410832.50,1,TR,B,733.86
1099350.00,2,CO,B,733.86
3078180.00,3,CO,B,733.86
6742680.00,3,AR,A,733.86
635180.00,2,CO,B,733.86
5496750.00,3,AR,A,733.86
1809346.88,2,CO,B,733.86
293160.00,3,CO,B,733.86
830620.00,1,AR,B,733.86
952770.00,1,NA,B,733.86
1319220.00,2,CO,B,733.86
659610.00,2,CO,B,733.86
1795605.00,1,AR,B,733.86
1978830.00,3,CO,B,635.86
1905540.00,3,CO,B,635.86
1685670.00,1,AR,B,635.86
2785020.00,2,CO,B,635.86
278502.00,3,CO,B,635.86
527688.00,2,CO,B,635.86
1099350.00,3,AR,B,635.86
1209285.00,3,CO,B,635.86
1172640.00,1,NA,B,635.86
1905540.00,3,CO,B,635.86
2931600.00,1,NA,B,1505.82
1132330.50,3,CO,B,533.60
2565150.00,3,CO,B,533.60
2916942.00,3,CO,B,533.60
7329000.00,2,CO,A,533.60
4397400.00,2,CO,B,533.60
131922.00,3,CO,B,533.60
439740.00,2,CO,B,533.60
293160.00,3,CO,B,533.60
879480.00,3,AR,B,533.60
769545.00,1,TR,B,533.60
10260600.00,2,CO,A,900.82
1484122.50,2,CO,B,900.82
317590.00,2,CO,B,533.60
1154317.50,3,AR,B,533.60
2638440.00,3,CO,B,533.60
1758960.00,3,AR,B,533.60
4397400.00,1,AR,B,533.60
244300.00,3,AR,B,533.60
4543980.00,3,AR,B,533.60
293160.00,1,AR,B,533.60
41531.00,3,CO,B,533.60
1401060.50,3,AR,B,533.60
3078180.00,3,AR,B,533.60
1392510.00,3,AR,B,533.60
2125410.00,3,AR,B,533.60
384772.50,3,AR,B,533.60
329805.00,1,AR,B,900.82
1978830.00,2,CO,B,900.82
1026060.00,2,CO,B,900.82
2052120.00,3,AR,B,750.59
4162872.00,3,AR,B,750.59
2198700.00,1,TR,B,750.59
769545.00,3,AR,B,750.59
1355865.00,2,CO,B,750.59
952770.00,1,TR,B,750.59
641287.50,3,CO,B,750.59
923454.00,3,CO,B,750.59
460261.20,3,CO,B,750.59
824512.50,2,CO,B,750.59
952770.00,3,CO,B,719.59
2931600.00,1,TR,B,719.59
1026060.00,1,AR,B,719.59
1465800.00,3,AR,B,719.59
1890882.00,1,TR,B,719.59
517916.00,3,CO,B,719.59
403095.00,2,CO,B,719.59
879480.00,3,CO,B,719.59
1099350.00,3,AR,B,719.59
198493.75,3,AR,B,719.59
164902.50,3,AR,B,719.59
1539090.00,1,TR,B,719.59
1172640.00,1,NA,B,719.59
171010.00,2,CO,B,719.59
830620.00,3,CO,B,719.59
983307.50,3,AR,B,719.59
23819.25,3,CO,B,719.59
439740.00,1,AR,B,719.59
549675.00,3,CO,B,719.59
879480.00,1,AR,B,1575.87
549675.00,3,AR,B,663.31
674268.00,3,AR,B,663.31
1033389.00,3,CO,B,663.31
1319220.00,3,CO,B,663.31
732900.00,1,NA,B,663.31
403095.00,2,CO,B,663.31
183225.00,2,CO,B,663.31
1465800.00,3,AR,B,663.31
4837140.00,2,CO,B,663.31
379275.75,2,CO,B,663.31
1154317.50,3,AR,B,663.31
1055376.00,1,TR,B,663.31
2235345.00,2,CO,B,663.31
879480.00,3,NA,B,663.31
97720.00,2,CO,B,663.31
373779.00,3,AR,B,663.31
6156360.00,2,CO,A,663.31
2198700.00,3,AR,B,605.63
1813927.50,3,AR,B,605.63
36645.00,1,AR,B,605.63
403095.00,1,AR,B,605.63
39698.75,2,CO,B,605.63
5130300.00,3,CO,A,605.63
1099350.00,3,AR,B,605.63
1392510.00,2,CO,B,605.63
256515.00,3,CO,B,605.63
2491860.00,2,AR,B,605.63
3957660.00,2,CO,B,605.63
516694.50,3,CO,B,605.63
2198700.00,3,AR,B,605.63
3078180.00,3,AR,B,605.63
1524432.00,1,TR,B,605.63
73290.00,3,AR,B,605.63
23745960.00,2,CO,O,605.63
732900.00,1,TR,B,605.63
545277.60,3,CO,B,605.63
624797.25,3,CO,B,605.63
1749188.00,3,AR,B,605.63
11726400.00,1,NA,A,605.63
2638440.00,3,AR,B,605.63
201547.50,3,AR,B,605.63
732900.00,3,CO,B,605.63
2638440.00,2,CO,B,605.63
3913686.00,3,CO,B,312.11
219870.00,3,CO,B,312.11
1099350.00,1,AR,B,312.11
879480.00,3,AR,B,312.11
2198700.00,3,AR,B,312.11
806190.00,3,AR,B,312.11
2418570.00,3,CO,B,312.11
3298050.00,3,CO,B,312.11
5057010.00,3,CO,A,312.11
916125.00,3,AR,B,312.11
659610.00,3,CO,B,312.11
3298050.00,3,AR,B,312.11
300489.00,3,CO,B,638.59
5496750.00,3,NA,A,638.59
952770.00,3,CO,B,638.59
274837.50,2,CO,B,638.59
329805.00,1,TR,B,638.59
351792.00,3,CO,B,638.59
842835.00,3,CO,B,638.59
1319220.00,3,AR,B,638.59
1856680.00,3,AR,B,638.59
739007.50,3,CO,B,744.06
3283392.00,1,NA,B,638.59
3957660.00,2,CO,B,638.59
3664500.00,1,NA,B,638.59
1099350.00,3,AR,B,638.59
2931600.00,1,NA,B,638.59
8794800.00,2,CO,A,744.06
458062.50,3,CO,B,744.06
1539090.00,3,CO,B,744.06
5130300.00,3,AR,A,744.06
1172640.00,3,CO,B,587.40
4397400.00,3,CO,B,587.40
3298050.00,3,AR,B,1078.31
1245930.00,3,CO,B,587.40
1143324.00,1,NA,B,587.40
3517920.00,3,AR,B,587.40
1062705.00,2,CO,B,587.40
952770.00,1,NA,B,587.62
6596100.00,1,AR,A,587.62
4617270.00,2,CO,B,587.62
9894150.00,2,CO,A,587.62
1678341.00,3,AR,B,814.68
1062705.00,2,CO,B,814.68
5130300.00,3,AR,A,587.62
703584.00,3,CO,B,587.62
293160.00,3,CO,B,587.62
1465800.00,3,CO,B,587.62
769545.00,2,CO,B,587.62
513030.00,3,AR,B,587.62
21987000.00,3,CO,O,814.68
1319220.00,3,AR,B,814.68
2198700.00,1,NA,B,814.68
42752.50,3,AR,B,814.68
100773.75,1,AR,B,814.68
879480.00,2,CO,B,814.68
2667756.00,3,CO,B,564.88
1424269.00,3,CO,B,564.88
2374596.00,3,CO,B,564.88
903910.00,3,CO,B,564.88
1172640.00,3,CO,B,564.88
351792.00,2,CO,B,564.88
2858310.00,2,CO,B,564.88
3407985.00,3,AR,B,564.88
5891905.25,3,AR,A,564.88
219870.00,1,AR,B,564.88
29316000.00,2,CO,O,1357.81
2968245.00,2,CO,B,1357.81
2638440.00,1,NA,B,564.88
1832250.00,2,CO,B,564.88
1245930.00,2,CO,B,564.88
6596100.00,2,CO,A,727.78
1649025.00,3,CO,B,727.78
293160.00,2,CO,B,727.78
1099350.00,3,AR,B,727.78
2694629.00,1,TR,B,727.78
1649025.00,3,AR,B,727.78
73290.00,1,AR,B,727.78
1923862.50,2,CO,B,727.78
4397400.00,2,AR,B,727.78
879480.00,1,AR,B,727.78
91612.50,3,AR,B,727.78
806190.00,1,NA,B,727.78
542346.00,3,CO,B,727.78
2345280.00,3,CO,B,727.78
488600.00,3,NA,B,378.25
732900.00,3,NA,B,378.25
916125.00,3,NA,B,378.25
371336.00,3,AR,B,240.15
3664500.00,2,CO,B,240.15
2198700.00,2,CO,B,240.15
410424.00,2,CO,B,240.15
54967.50,3,CO,B,240.15
2198700.00,2,CO,B,283.00
95277.00,3,CO,B,283.00
1319220.00,3,AR,B,283.00
1319220.00,3,AR,B,283.00
483714.00,2,CO,B,283.00
2198700.00,2,CO,B,277.05
732900.00,3,CO,B,277.05
2638440.00,2,CO,B,277.05
537460.00,2,CO,B,277.05
161238.00,2,CO,B,277.05
2931600.00,1,NA,B,277.05
3298050.00,2,CO,B,277.05
1172640.00,3,CO,B,277.05
1328381.25,1,AR,B,277.05
1319220.00,1,AR,B,277.05
5130300.00,1,TR,A,267.00
1135995.00,2,CO,B,267.00
348127.50,3,CO,B,267.00
572639.20,3,CO,B,267.00
128257.50,3,AR,B,267.00
537460.00,3,CO,B,267.00
439740.00,2,CO,B,267.00
2748375.00,2,CO,B,267.00
1172640.00,3,AR,B,267.00
659610.00,3,AR,B,239.90
659610.00,3,AR,B,239.90
9234540.00,1,TR,A,239.90
219870.00,2,CO,B,239.90
739496.10,1,TR,B,239.90
219870.00,3,AR,B,239.90
2462544.00,2,CO,B,239.90
4397400.00,2,CO,B,239.90
4104240.00,3,AR,B,239.90
219870.00,3,AR,B,172.90
238192.50,2,CO,B,172.90
835506.00,3,AR,B,172.90
626629.50,1,NA,B,172.90
1612380.00,2,CO,B,172.90
2125410.00,3,AR,B,172.90
2535834.00,3,NA,B,172.90
3664500.00,1,TR,B,172.90
219870.00,3,AR,B,543.69
1539090.00,1,TR,B,395.86
192386.25,3,AR,B,395.86
439740.00,3,AR,B,395.86
483714.00,2,CO,B,395.86
1905540.00,3,AR,B,268.52
366450.00,1,TR,B,268.52
439740.00,2,CO,B,268.52
2228016.00,2,CO,B,268.52
1832250.00,3,CO,B,268.52
850164.00,1,TR,B,268.52
109935.00,2,CO,B,268.52
1245930.00,2,CO,B,268.52
351792.00,1,AR,B,259.77
635180.00,2,CO,B,259.77
659610.00,3,CO,B,259.77
439740.00,3,AR,B,259.77
4397400.00,3,NA,B,259.77
659610.00,1,TR,B,259.77
1465800.00,3,AR,B,259.77
403095.00,3,AR,B,259.77
664740.30,1,NA,B,259.77
806190.00,3,CO,B,259.77
469056.00,2,CO,B,259.77
7329000.00,3,NA,A,259.77
1099350.00,1,NA,B,94.68
879480.00,2,CO,B,94.68
1128666.00,2,CO,B,252.18
439740.00,1,AR,B,258.29
1905540.00,2,CO,B,258.29
1216614.00,2,CO,B,258.29
879480.00,2,CO,B,258.29
684040.00,1,NA,B,258.29
513030.00,2,CO,B,258.29
439740.00,1,AR,B,258.29
2491860.00,2,CO,B,258.29
213762.50,3,AR,B,258.29
6596100.00,3,CO,A,258.29
586320.00,3,CO,B,258.29
732900.00,1,NA,B,258.29
2858310.00,2,CO,B,327.75
84283.50,3,NA,B,327.75
483714.00,2,CO,B,327.75
511197.75,1,NA,B,327.75
329805.00,1,AR,B,225.51
586320.00,3,CO,B,225.51
2198700.00,1,TR,B,225.51
146580.00,1,AR,B,225.51
659610.00,3,CO,B,225.51
146580.00,3,AR,B,225.51
146580.00,3,AR,B,225.51
1612380.00,2,CO,B,225.51
439740.00,1,NA,B,225.51
51303.00,3,AR,B,225.51
14658.00,2,CO,B,225.51
256515.00,3,NA,B,225.51
2198700.00,3,NA,B,225.51
1978830.00,1,NA,B,225.51
1099350.00,1,TR,B,225.51
1099350.00,1,TR,B,225.51
4397400.00,3,NA,B,272.42
322476.00,3,AR,B,343.14
274837.50,2,CO,B,343.14
2638440.00,1,AR,B,343.14
732900.00,1,TR,B,343.14
879480.00,3,CO,B,343.14
4397400.00,3,AR,B,343.14
274837.50,3,NA,B,398.38
274837.50,3,AR,B,398.38
29316.00,2,CO,B,398.38
1026060.00,1,TR,B,398.38
1026060.00,3,CO,B,398.38
249186.00,2,CO,B,377.99
732900.00,3,AR,B,377.99
18322.50,3,AR,B,213.37
348127.50,3,AR,B,213.37
879480.00,3,NA,B,339.15
427525.00,2,CO,B,339.15
329805.00,3,AR,B,339.15
143831.62,3,CO,B,249.99
58632.00,3,AR,B,249.99
73290.00,2,CO,B,249.99
461727.00,1,TR,B,249.99
168567.00,2,CO,B,249.99
207655.00,2,CO,B,249.99
5130300.00,2,CO,A,249.99
2198700.00,2,CO,B,249.99
131922.00,2,CO,B,766.69
1429155.00,3,CO,B,376.60
8550.50,3,NA,B,376.60
3664500.00,3,NA,B,244.15
4397400.00,3,NA,B,244.15
293160.00,2,CO,B,244.15
21987000.00,3,NA,O,244.15
219870.00,3,CO,B,244.15
7329000.00,3,NA,A,244.15
732900.00,1,NA,B,244.15
8061900.00,3,NA,A,244.15
5496750.00,3,NA,A,244.15
1539090.00,3,NA,B,244.15
1539090.00,3,NA,B,244.15
952770.00,3,CO,B,244.15
2638440.00,3,CO,B,825.58
1905540.00,3,NA,B,345.36
171010.00,2,CO,B,209.04
335912.50,1,NA,B,302.27
219870.00,2,CO,B,209.04
427525.00,1,AR,B,209.04
427525.00,1,AR,B,209.04
1478015.00,3,NA,B,229.20
3298050.00,3,NA,B,229.20
3298050.00,3,CO,B,229.20
2389254.00,3,AR,B,200.39
806190.00,3,AR,B,200.39
35179200.00,1,TR,Pl,200.39
439740.00,2,CO,B,200.39
879480.00,1,TR,B,200.39
732900.00,2,CO,B,200.39
1099350.00,2,CO,B,200.39
1539090.00,3,AR,B,200.39
329805.00,3,AR,B,200.39
586320.00,3,CO,B,200.39
38477.25,3,AR,B,200.39
688926.00,3,AR,B,200.39
410424.00,2,CO,B,200.39
1319220.00,1,NA,B,200.39
117264.00,2,CO,B,602.78
732900.00,3,AR,B,602.78
205212.00,3,AR,B,193.21
2931600.00,3,NA,B,193.21
2931600.00,3,CO,B,193.21
879480.00,1,NA,B,193.21
1099350.00,3,CO,B,193.21
2015475.00,3,AR,B,193.21
18322.50,3,CO,B,193.21
586320.00,1,AR,B,193.21
219870.00,2,CO,B,193.21
427525.00,3,CO,B,193.21
439740.00,3,CO,B,193.21
293160.00,2,CO,B,644.28
10260600.00,1,AR,A,220.82
232085.00,3,AR,B,493.76
659610.00,1,AR,B,220.82
4543980.00,2,CO,B,220.82
2638440.00,2,CO,B,220.82
2198700.00,3,CO,B,220.82
3249190.00,2,CO,B,220.82
4006520.00,3,CO,B,220.82
1055376.00,3,AR,B,220.82
30781800.00,2,CO,Pl,493.76
1383959.50,3,AR,B,326.06
1744302.00,3,AR,B,326.06
7329000.00,2,CO,A,326.06
153909.00,2,CO,B,326.06
18322.50,2,CO,B,326.06
219870.00,3,CO,B,326.06
513030.00,2,CO,B,326.06
784203.00,2,CO,B,326.06
249186.00,3,AR,B,326.06
78786.75,2,CO,B,326.06
806190.00,3,NA,B,326.06
1923862.50,2,CO,B,326.06
806190.00,2,CO,B,326.06
1685670.00,1,NA,B,1060.93
4886000.00,2,CO,B,326.06
7817600.00,2,CO,A,326.06
6351800.00,2,CO,A,326.06
930783.00,3,NA,B,326.06
403095.00,2,CO,B,326.06
1026060.00,1,AR,B,273.58
494707.50,3,AR,B,273.58
513030.00,2,CO,B,273.58
1905540.00,3,AR,B,273.58
2000817.00,3,CO,B,273.58
1172640.00,3,CO,B,273.58
820848.00,1,AR,B,273.58
410424.00,1,AR,B,273.58
293160.00,1,NA,B,273.58
2931600.00,3,NA,B,273.58
9527700.00,3,AR,A,273.58
1758960.00,3,NA,B,161.33
557004.00,3,AR,B,161.33
183225.00,3,CO,B,188.54
3034206.00,1,NA,B,188.54
571662.00,3,CO,B,198.40
1465800.00,1,AR,B,198.40
5496750.00,2,CO,A,198.40
1007737.50,3,AR,B,472.67
4397400.00,1,TR,B,198.40
2687300.00,1,TR,B,198.40
586320.00,2,CO,B,198.40
1282575.00,3,CO,B,198.40
1649025.00,1,AR,B,198.40
2198700.00,3,CO,B,198.40
879480.00,1,TR,B,198.40
1746745.00,1,AR,B,198.40
2931600.00,1,AR,B,472.67
806190.00,1,TR,B,188.56
3385998.00,1,TR,B,188.56
1465800.00,3,AR,B,188.56
100773.75,3,CO,B,188.56
659610.00,3,CO,B,326.60
1758960.00,2,CO,B,188.56
366450.00,2,CO,B,326.60
252850.50,3,AR,B,326.60
1319220.00,3,AR,B,188.13
32540760.00,3,NA,Pl,188.13
3517920.00,3,CO,B,188.13
207655.00,3,CO,B,188.13
2638440.00,3,CO,B,188.13
2638440.00,2,CO,B,188.13
2638440.00,3,CO,B,188.13
6596100.00,3,CO,A,188.13
513030.00,3,AR,B,188.13
2443000.00,3,NA,B,188.13
5276880.00,3,CO,A,188.13
8061900.00,3,AR,A,438.70
4793166.00,2,CO,B,305.76
2418570.00,2,CO,B,305.76
469056.00,3,AR,B,305.76
1026060.00,2,CO,B,305.76
1099350.00,3,CO,B,305.76
366450.00,2,CO,B,305.76
732900.00,1,AR,B,305.76
1905540.00,2,CO,B,305.76
732900.00,3,NA,B,305.76
508144.00,3,AR,B,215.06
7475580.00,2,CO,A,215.06
5008150.00,2,CO,A,215.06
1319220.00,2,CO,B,215.06
586320.00,1,AR,B,755.76
8355060.00,1,TR,A,215.06
1099350.00,3,AR,B,215.06
7329000.00,1,AR,A,215.06
641287.50,2,CO,B,215.06
1758960.00,1,AR,B,215.06
1758960.00,3,AR,B,215.06
4104240.00,3,AR,B,215.06
2785020.00,3,NA,B,215.06
109935.00,1,NA,B,169.74
980864.50,2,CO,B,169.74
2931600.00,1,NA,B,169.74
6046425.00,3,AR,A,169.74
732900.00,3,AR,B,169.74
615636.00,1,NA,B,169.74
439740.00,1,AR,B,551.81
1679562.50,3,CO,B,551.81
2781355.50,2,CO,B,551.81
1625816.50,3,CO,B,551.81
439740.00,2,CO,B,329.77
1221500.00,3,CO,B,329.77
1758960.00,3,AR,B,329.77
1978830.00,1,TR,B,329.77
2931600.00,3,AR,B,329.77
586320.00,1,AR,B,329.77
5335512.00,2,CO,A,329.77
879480.00,3,CO,B,319.95
5130300.00,3,CO,A,319.95
2483065.20,1,NA,B,319.95
952770.00,1,NA,B,319.95
586320.00,3,AR,B,319.95
4275250.00,3,AR,B,319.95
791532.00,2,CO,B,319.95
410424.00,3,AR,B,1180.06
2956030.00,1,TR,B,358.13
439740.00,2,CO,B,358.13
549675.00,3,NA,B,358.13
549675.00,3,NA,B,358.13
439740.00,2,CO,B,358.13
916125.00,1,AR,B,316.99
1978830.00,2,CO,B,431.09
513030.00,3,AR,B,431.09
769545.00,3,AR,B,316.99
549675.00,1,NA,B,316.99
1154317.50,3,AR,B,431.09
366450.00,3,CO,B,316.99
1055376.00,3,AR,B,316.99
684040.00,2,CO,B,316.99
659610.00,1,AR,B,431.09
3298050.00,3,AR,B,431.09
1341207.00,3,AR,B,431.09
219870.00,3,NA,B,126.00
265676.25,3,CO,B,277.45
3371340.00,3,AR,B,126.00
14658000.00,2,CO,A,83.34
2286648.00,1,NA,B,83.34
659610.00,3,NA,B,240.35
3151470.00,1,NA,B,160.15
5130300.00,1,TR,A,160.15
7329000.00,1,AR,A,160.15
439740.00,1,AR,B,160.15
586320.00,3,AR,B,321.16
604642.50,3,AR,B,162.56
2491860.00,3,CO,B,238.92
879480.00,3,AR,B,238.92
3371340.00,3,AR,B,162.56
1221500.00,2,CO,B,162.56
4947075.00,3,AR,B,162.56
1172640.00,1,AR,B,238.92
2271990.00,3,AR,B,268.67
1172640.00,3,NA,B,268.67
6742680.00,3,CO,A,112.62
1465800.00,2,CO,B,112.62
342020.00,3,CO,B,112.62
1374187.50,1,TR,B,112.62
1319220.00,2,CO,B,112.62
1954400.00,2,CO,B,112.62
940555.00,2,CO,B,112.62
3847725.00,3,AR,B,112.62
146580.00,3,AR,B,112.62
1612380.00,1,NA,B,112.62
8428350.00,3,CO,A,283.67
6229650.00,3,CO,A,283.67
879480.00,3,CO,B,283.67
586320.00,3,AR,B,176.42
439740.00,3,AR,B,176.42
24430.00,3,NA,B,176.42
659610.00,2,CO,B,176.42
436686.25,1,TR,B,104.40
436686.25,1,TR,B,104.40
470277.50,3,AR,B,104.40
3957660.00,2,CO,B,104.40
1334244.45,1,NA,B,104.40
439740.00,3,AR,B,104.40
1627038.00,3,AR,B,104.40
1491451.50,3,AR,B,104.40
1465800.00,1,TR,B,104.40
1788276.00,3,AR,B,200.60
1172640.00,2,CO,B,200.60
1245930.00,2,CO,B,200.60
146580.00,1,TR,B,119.28
586320.00,3,AR,B,119.28
5130300.00,1,AR,A,119.28
513030.00,3,AR,B,119.28
5130300.00,1,NA,A,119.28
659610.00,2,CO,B,119.28
122150.00,2,CO,B,119.28
293160.00,2,CO,B,260.19
421417.50,3,AR,B,111.37
3048864.00,1,TR,B,111.37
271173.00,2,CO,B,111.37
2198700.00,1,AR,B,111.37
120928.50,3,CO,B,111.37
4397400.00,3,AR,B,295.32
971092.50,3,AR,B,295.32
879480.00,3,AR,B,82.03
2785020.00,3,CO,B,82.03
183225.00,3,AR,B,82.03
85505.00,3,AR,B,82.03
128257.50,3,AR,B,82.03
564333.00,3,AR,B,82.03
1007737.50,3,NA,B,82.03
996744.00,1,TR,B,82.03
659610.00,3,AR,B,82.03
109935.00,3,AR,B,200.74
439740.00,2,CO,B,200.74
527688.00,3,AR,B,200.74
76954.50,3,CO,B,120.52
1627038.00,3,AR,B,120.52
1978830.00,3,AR,B,120.52
21987000.00,3,AR,O,120.52
89780.25,2,CO,B,120.52
213762.50,3,AR,B,120.52
427525.00,1,TR,B,120.52
1187298.00,3,AR,B,120.52
2066778.00,3,AR,B,120.52
1550083.50,3,AR,B,120.52
329805.00,1,AR,B,120.52
1209285.00,1,AR,B,120.52
1832250.00,1,NA,B,159.83
1627038.00,3,AR,B,159.83
879480.00,3,AR,B,159.83
4837140.00,3,CO,B,159.83
586320.00,3,AR,B,125.26
7035840.00,2,CO,A,172.88
1319220.00,3,AR,B,125.26
1539090.00,2,CO,B,125.26
577158.75,3,AR,B,125.26
577158.75,2,CO,B,125.26
879480.00,2,CO,B,125.26
1810263.00,1,TR,B,172.88
1099350.00,2,CO,B,125.26
5716620.00,2,CO,A,172.88
1348536.00,3,CO,B,125.26
2198700.00,1,TR,B,125.26
3847725.00,3,CO,B,172.88
1923862.50,1,TR,B,172.88
366450.00,3,CO,B,190.71
1319220.00,1,NA,B,190.71
1099350.00,3,AR,B,190.71
2198700.00,1,NA,B,190.71
2198700.00,1,TR,B,190.71
293160.00,3,CO,B,190.71
659610.00,3,AR,B,156.87
29316000.00,2,CO,O,156.87
410424.00,3,AR,B,156.87
1987991.25,3,AR,B,156.87
3078180.00,1,TR,B,156.87
1442896.88,1,TR,B,156.87
6962550.00,3,AR,A,156.87
4763850.00,3,CO,B,387.25
1172640.00,3,CO,B,387.25
659610.00,1,TR,B,286.03
1978830.00,2,CO,B,286.03
12459300.00,3,NA,A,286.03
14511420.00,3,CO,A,286.03
384772.50,1,TR,B,286.03
952770.00,3,CO,B,286.03
274837.50,3,NA,B,231.01
879480.00,2,CO,B,231.01
11726400.00,1,AR,A,231.01
1465800.00,3,NA,B,231.01
2125410.00,3,NA,B,231.01
293160.00,2,CO,B,231.01
1099350.00,1,TR,B,231.01
1539090.00,3,AR,B,863.17
1465800.00,3,CO,B,201.46
1758960.00,1,AR,B,251.17
1553381.55,3,AR,B,251.17
4837140.00,3,AR,B,251.17
635180.00,1,TR,B,251.17
1209285.00,2,CO,B,251.17
1641696.00,2,CO,B,251.17
4232497.50,3,AR,B,251.17
732900.00,2,CO,B,251.17
4397400.00,3,AR,B,251.17
1377852.00,3,AR,B,294.99
835506.00,2,CO,B,294.99
1026060.00,2,CO,B,294.99
1074920.00,3,CO,B,294.99
427525.00,1,NA,B,294.99
1710100.00,3,AR,B,334.74
254072.00,3,AR,B,334.74
219870.00,3,AR,B,334.74
747558.00,3,AR,B,334.74
14291550.00,3,AR,A,334.74
1108144.80,3,AR,B,334.74
171010.00,3,AR,B,334.74
879480.00,3,AR,B,334.74
677199.60,3,AR,B,334.74
1154317.50,3,AR,B,334.74
6698706.00,1,NA,A,334.74
1319220.00,3,AR,B,334.74
9381120.00,3,AR,A,334.74
769545.00,3,AR,B,334.74
1758960.00,1,NA,B,334.74
3517920.00,3,CO,B,334.74
781760.00,3,AR,B,368.17
879480.00,3,AR,B,368.17
1026060.00,3,CO,B,182.24
152687.50,3,AR,B,182.24
9161.25,2,CO,B,182.24
9161.25,2,CO,B,182.24
2052120.00,3,CO,B,182.24
58632.00,1,TR,B,182.24
1172640.00,3,CO,B,182.24
2565150.00,3,AR,B,182.24
14071680.00,3,AR,A,182.24
1319220.00,2,CO,B,218.57
732900.00,3,NA,B,218.57
1282575.00,3,CO,B,359.91
7390075.00,3,CO,A,359.91
1465800.00,1,TR,B,359.91
732900.00,1,NA,B,359.91
3847725.00,3,AR,B,359.91
513030.00,3,NA,B,359.91
1700328.00,3,CO,B,359.91
41042400.00,2,CO,Pl,228.59
38110800.00,1,AR,Pl,228.59
2198700.00,1,AR,B,228.59
2198700.00,3,AR,B,228.59
2345280.00,1,NA,B,154.66
1539090.00,2,CO,B,154.66
604642.50,1,NA,B,154.66
2565150.00,3,AR,B,229.75
102606.00,2,CO,B,257.33
1714986.00,1,AR,B,236.77
1172640.00,3,AR,B,236.77
1368080.00,3,NA,B,236.77
439740.00,3,NA,B,236.77
1465800.00,1,AR,B,236.77
1465800.00,3,AR,B,309.48
271173.00,3,NA,B,309.48
2271990.00,2,CO,B,207.14
38477250.00,1,NA,Pl,207.14
1319220.00,3,NA,B,207.14
879480.00,2,CO,B,207.14
1319220.00,2,CO,B,207.14
2345280.00,2,CO,B,207.14
2198700.00,3,AR,B,270.44
4543980.00,3,NA,B,274.79
641287.50,3,AR,B,274.79
183225.00,3,NA,B,274.79
2286648.00,3,NA,B,549.58
2638440.00,3,NA,B,549.58
290106.25,3,AR,B,549.58
290106.25,3,AR,B,549.58
586320.00,2,CO,B,549.58
6009780.00,1,AR,A,274.79
2638440.00,3,CO,B,274.79
1465800.00,1,NA,B,274.79
5863200.00,3,NA,A,256.87
1099350.00,2,CO,B,256.87
293160.00,3,AR,B,256.87
3957660.00,3,NA,B,256.87
3371340.00,2,CO,B,256.87
2198700.00,2,CO,B,171.71
2169384.00,3,CO,B,171.71
201547.50,3,AR,B,171.71
439740.00,3,AR,B,171.71
1172640.00,2,CO,B,171.71
4397400.00,1,TR,B,171.71
4030950.00,2,CO,B,171.71
4030950.00,1,AR,B,171.71
3664500.00,3,AR,B,171.71
8794800.00,3,AR,A,215.46
8574930.00,2,CO,A,774.24
824512.50,2,CO,B,215.46
183225.00,1,NA,B,215.46
2931600.00,3,AR,B,215.46
3664500.00,2,CO,B,215.46
2785020.00,2,CO,B,215.46
293160.00,2,CO,B,215.46
3298050.00,2,CO,B,215.46
2931600.00,1,TR,B,215.46
3957660.00,2,CO,B,215.46
2320850.00,3,NA,B,215.46
1905540.00,1,NA,B,215.46
1905540.00,3,AR,B,215.46
2931600.00,2,CO,B,215.46
2491860.00,3,AR,B,196.37
1905540.00,3,CO,B,196.37
1099350.00,2,CO,B,196.37
5130300.00,3,CO,A,196.37
879480.00,3,AR,B,196.37
146580.00,2,CO,B,196.37
4397400.00,2,CO,B,271.60
5863200.00,3,CO,A,271.60
671825.00,3,AR,B,271.60
659610.00,3,CO,B,271.60
2198700.00,1,TR,B,547.72
219870.00,2,CO,B,547.72
2206029.00,3,CO,B,234.43
183225.00,3,CO,B,234.43
1099350.00,2,CO,B,234.43
696255.00,3,AR,B,234.43
586320.00,3,NA,B,234.43
4543980.00,2,CO,B,234.43
1539090.00,2,CO,B,234.43
1832250.00,2,CO,B,234.43
879480.00,1,NA,B,234.43
2931600.00,3,AR,B,234.43
4030950.00,2,CO,B,234.43
5130300.00,2,CO,A,234.43
1209285.00,2,CO,B,234.43
7988610.00,1,NA,A,234.43
2198700.00,3,AR,B,234.43
1099350.00,1,AR,B,234.43
4543980.00,2,CO,B,234.43
10260600.00,3,AR,A,234.43
1319220.00,3,AR,B,234.43
2638440.00,2,CO,B,234.43
2198700.00,3,NA,B,234.43
12210114.00,1,AR,A,246.68
439740.00,3,AR,B,246.68
9527700.00,1,NA,A,246.68
190554.00,2,CO,B,246.68
8347731.00,3,AR,A,246.68
1832250.00,3,CO,B,246.68
684040.00,3,CO,B,246.68
