ca,regime,famille,paquet,poids
1026060.00,3,CO,B,145.80
1099350.00,2,CO,B,145.80
1266451.20,3,AR,B,145.80
293160.00,2,CO,B,145.80
2931600.00,1,TR,B,187.28
1917755.00,2,CO,B,515.18
1326549.00,3,CO,B,515.18
513030.00,2,CO,B,515.18
2198700.00,2,CO,B,515.18
527688.00,3,AR,B,515.18
732900.00,3,AR,B,515.18
2953342.70,3,CO,B,515.18
513030.00,2,CO,B,515.18
1821256.50,2,CO,B,515.18
3371340.00,3,NA,B,1735.86
249186.00,3,NA,B,377.36
293160.00,2,CO,B,377.36
2931600.00,3,AR,B,377.36
806190.00,2,CO,B,377.36
146580.00,3,AR,B,377.36
469056.00,3,NA,B,377.36
395766.00,3,AR,B,377.36
36645.00,3,AR,B,377.36
43974.00,2,CO,B,377.36
732900.00,3,AR,B,377.36
5496750.00,1,NA,A,528.33
5496750.00,2,CO,A,528.33
3420200.00,3,AR,B,528.33
115431.75,3,AR,B,528.33
146580.00,2,CO,B,528.33
139251.00,3,CO,B,528.33
293160.00,3,AR,B,1700.35
29316.00,3,CO,B,513.29
586320.00,3,AR,B,513.29
203379.75,2,CO,B,513.29
732900.00,2,CO,B,513.29
293160.00,3,AR,B,513.29
1172640.00,3,NA,B,513.29
4397400.00,1,AR,B,508.08
4397400.00,3,AR,B,508.08
219870.00,2,CO,B,508.08
183225.00,1,NA,B,508.08
146580.00,2,CO,B,508.08
513030.00,2,CO,B,492.72
305375.00,2,CO,B,492.72
3664500.00,1,TR,B,492.72
366450.00,2,CO,B,1596.59
659610.00,2,CO,B,94.71
366450.00,3,AR,B,94.71
219870.00,1,AR,B,158.19
122150.00,3,CO,B,158.19
732900.00,2,CO,B,94.71
11726400.00,1,NA,A,94.71
4397400.00,1,NA,B,94.71
15048880.00,1,TR,O,94.71
7329000.00,3,CO,A,158.19
659610.00,2,CO,B,94.71
1832250.00,3,AR,B,94.71
2198700.00,1,NA,B,94.71
1172640.00,3,CO,B,158.19
4397400.00,2,CO,B,158.19
1465800.00,1,NA,B,117.16
3664500.00,2,CO,B,117.16
586320.00,3,AR,B,117.16
1568406.00,3,AR,B,267.38
4617270.00,3,AR,B,267.38
1172640.00,1,TR,B,117.16
1099350.00,3,AR,B,117.16
1319220.00,2,CO,B,117.16
1172640.00,1,NA,B,117.16
1260588.00,2,CO,B,117.16
366450.00,2,CO,B,117.16
1099350.00,2,CO,B,117.16
366450.00,1,NA,B,117.16
8794800.00,2,CO,A,117.16
4763850.00,2,CO,B,117.16
732900.00,1,TR,B,117.16
1832250.00,3,AR,B,117.16
348127.50,2,CO,B,117.16
2198700.00,1,TR,B,117.16
2169384.00,2,CO,B,117.16
293160.00,1,AR,B,481.23
3517920.00,2,CO,B,481.23
3359125.00,2,CO,B,481.23
4397400.00,1,NA,B,138.17
879480.00,1,NA,B,138.17
3078180.00,3,AR,B,138.17
183225.00,2,CO,B,138.17
1319220.00,1,TR,B,138.17
3078180.00,1,TR,B,138.17
1649025.00,1,TR,B,138.17
1182900.60,3,AR,B,138.17
879480.00,2,CO,B,138.17
1539090.00,2,CO,B,138.17
2638440.00,3,AR,B,138.17
3517920.00,3,AR,B,138.17
384772.50,3,AR,B,138.17
762216.00,3,AR,B,138.17
2198700.00,1,TR,B,138.17
1465800.00,1,NA,B,138.17
3664500.00,2,CO,B,445.46
439740.00,2,CO,B,445.46
11726400.00,3,AR,A,445.46
1905540.00,2,CO,B,445.46
2931600.00,2,CO,B,445.46
2491860.00,2,CO,B,445.46
2565150.00,2,CO,B,445.46
5130300.00,3,AR,A,445.46
791532.00,2,CO,B,445.46
2052120.00,1,TR,B,445.46
2198700.00,2,CO,B,445.46
439740.00,3,AR,B,445.46
1319220.00,3,AR,B,445.46
1682005.50,3,AR,B,456.96
10736985.00,2,CO,A,456.96
219870.00,2,CO,B,456.96
183225.00,3,CO,B,456.96
179560.50,2,CO,B,456.96
2099453.12,3,AR,B,456.96
263844.00,2,CO,B,456.96
1222721.50,3,AR,B,456.96
879480.00,3,AR,B,456.96
6156360.00,1,AR,A,456.96
732900.00,1,TR,B,456.96
366450.00,2,CO,B,456.96
439740.00,3,CO,B,456.96
1465800.00,3,CO,B,456.96
1233715.00,1,AR,B,456.96
61075.00,3,AR,B,456.96
6840400.00,3,NA,A,456.96
1512705.60,3,AR,B,456.96
681597.00,2,CO,B,1430.52
659610.00,3,NA,B,312.50
109935.00,3,AR,B,941.15
1465800.00,3,NA,B,941.15
549675.00,3,AR,B,312.50
1245930.00,2,CO,B,312.50
1465800.00,1,NA,B,312.50
586320.00,2,CO,B,262.85
109935.00,3,AR,B,262.85
1319220.00,2,CO,B,262.85
908796.00,3,AR,B,262.85
232085.00,3,CO,B,262.85
410424.00,3,CO,B,262.85
1099350.00,1,NA,B,509.01
227199.00,2,CO,B,509.01
122150.00,3,CO,B,509.01
5863200.00,3,CO,A,509.01
1319220.00,3,AR,B,262.85
439740.00,3,AR,B,262.85
659610.00,3,AR,B,262.85
2858310.00,2,CO,B,262.85
897802.50,3,AR,B,262.85
461727.00,2,CO,B,262.85
732900.00,3,AR,B,262.85
146580.00,2,CO,B,262.85
2931600.00,1,TR,B,262.85
43974.00,3,CO,B,262.85
732900.00,2,CO,B,262.85
1465800.00,1,AR,B,509.01
2198700.00,3,NA,B,331.78
2931600.00,3,NA,B,331.78
2198700.00,3,NA,B,494.59
1758960.00,3,AR,B,494.59
1465800.00,3,NA,B,331.78
4837140.00,2,CO,B,293.05
762216.00,3,NA,B,293.05
384772.50,3,NA,B,150.55
855050.00,3,AR,B,150.55
1221500.00,3,AR,B,150.55
476385.00,2,CO,B,150.55
1407168.00,3,AR,B,150.55
952770.00,2,CO,B,150.55
234528.00,2,CO,B,150.55
762216.00,2,CO,B,150.55
1905540.00,1,NA,B,150.55
8794800.00,3,AR,A,150.55
2660427.00,2,CO,B,150.55
15317610.00,3,NA,O,150.55
586320.00,2,CO,B,150.55
659610.00,1,TR,B,150.55
879480.00,2,CO,B,150.55
769545.00,3,AR,B,116.84
1309448.00,3,NA,B,116.84
3488604.00,1,NA,B,116.84
659610.00,3,AR,B,116.84
410424.00,3,AR,B,116.84
1758960.00,3,AR,B,116.84
249186.00,1,TR,B,116.84
513030.00,3,AR,B,116.84
4397400.00,2,CO,B,116.84
3486405.30,3,CO,B,116.84
137785.20,3,AR,B,116.84
1099350.00,1,AR,B,123.11
2931600.00,2,CO,B,123.11
732900.00,1,AR,B,123.11
4690560.00,1,AR,B,87.05
174674.50,1,AR,B,87.05
4397400.00,1,TR,B,87.05
2535834.00,2,CO,B,87.05
1392510.00,2,CO,B,87.05
263844.00,1,TR,B,87.05
924186.90,1,AR,B,87.05
589984.50,1,AR,B,87.05
732900.00,2,CO,B,123.11
2638440.00,1,AR,B,123.11
10260600.00,2,CO,A,123.11
2638440.00,3,CO,B,128.25
146580.00,3,AR,B,128.25
513030.00,2,CO,B,128.25
2125410.00,1,NA,B,128.25
4250820.00,3,AR,B,128.25
58632.00,3,AR,B,128.25
879480.00,1,TR,B,128.25
293160.00,3,CO,B,128.25
1410832.50,1,NA,B,128.25
76954.50,2,CO,B,128.25
102606.00,2,CO,B,128.25
12215.00,2,CO,B,128.25
3517920.00,3,NA,B,416.75
879480.00,3,AR,B,121.45
1685670.00,3,AR,B,121.45
1758960.00,3,AR,B,121.45
732900.00,3,AR,B,121.45
13498796.50,3,CO,A,121.45
5130300.00,2,CO,A,266.84
287052.50,2,CO,B,266.84
319544.40,3,AR,B,173.93
73290.00,2,CO,B,173.93
329805.00,3,AR,B,173.93
439740.00,1,NA,B,173.93
197883.00,3,AR,B,173.93
219870.00,3,AR,B,173.93
219870.00,3,AR,B,173.93
1319220.00,2,CO,B,173.93
769545.00,3,AR,B,173.93
274837.50,3,AR,B,173.93
2027690.00,1,NA,B,173.93
122150.00,3,CO,B,173.93
240482.81,2,CO,B,173.93
1221500.00,3,CO,B,173.93
183225.00,2,CO,B,173.93
641287.50,2,CO,B,173.93
2198700.00,2,CO,B,467.32
5130300.00,1,NA,A,467.32
5863200.00,3,NA,A,467.32
732900.00,1,NA,B,467.32
6009780.00,3,NA,A,467.32
305375.00,3,AR,B,467.32
11653110.00,3,NA,A,467.32
2198700.00,3,CO,B,249.72
732900.00,2,CO,B,249.72
87948.00,2,CO,B,249.72
200814.60,2,CO,B,249.72
17589600.00,2,CO,O,249.72
879480.00,2,CO,B,249.72
2638440.00,1,NA,B,249.72
366450.00,2,CO,B,249.72
14658000.00,2,CO,A,249.72
1099350.00,1,NA,B,249.72
2711730.00,2,CO,B,249.72
366450.00,2,CO,B,532.74
2638440.00,1,AR,B,249.72
732900.00,2,CO,B,249.72
904398.60,3,NA,B,249.72
7548870.00,1,AR,A,532.74
234528.00,3,CO,B,407.99
153909.00,3,AR,B,407.99
8794800.00,3,NA,A,293.32
2143732.50,2,CO,B,293.32
806190.00,2,CO,B,293.32
427525.00,1,TR,B,293.32
183225.00,3,CO,B,762.75
439740.00,2,CO,B,338.04
938112.00,2,CO,B,338.04
879480.00,2,CO,B,338.04
1465800.00,3,CO,B,338.04
12605880.00,2,CO,A,338.04
469056.00,3,AR,B,338.04
1245930.00,1,TR,B,338.04
2858310.00,2,CO,B,338.04
1221500.00,2,CO,B,338.04
1817592.00,2,CO,B,338.04
43974.00,3,CO,B,406.35
2687300.00,3,NA,B,406.35
87948.00,3,AR,B,406.35
732900.00,1,TR,B,406.35
879480.00,1,TR,B,406.35
1026060.00,1,NA,B,406.35
732900.00,1,TR,B,406.35
183225.00,1,TR,B,406.35
65961.00,2,CO,B,406.35
104438.25,3,CO,B,100.05
580212.50,2,CO,B,100.05
2345280.00,3,AR,B,100.05
342020.00,2,CO,B,100.05
687093.75,3,NA,B,232.43
16032.19,3,AR,B,232.43
5570040.00,3,AR,A,100.05
732900.00,3,CO,B,100.05
219870.00,3,AR,B,100.05
1465800.00,3,AR,B,127.95
1319220.00,1,NA,B,127.95
458062.50,3,CO,B,127.95
2198700.00,1,NA,B,127.95
5863200.00,3,CO,A,127.95
439740.00,1,NA,B,127.95
2638440.00,1,TR,B,127.95
293160.00,1,AR,B,127.95
952770.00,2,CO,B,127.95
1832250.00,3,CO,B,127.95
1319220.00,1,TR,B,166.08
586320.00,3,NA,B,166.08
2931600.00,1,AR,B,166.08
513030.00,1,TR,B,166.08
5130300.00,3,AR,A,166.08
1099350.00,3,AR,B,166.08
1465800.00,3,CO,B,141.66
2015475.00,1,TR,B,141.66
659610.00,1,NA,B,141.66
3664500.00,3,AR,B,141.66
73290.00,3,CO,B,141.66
4617270.00,3,CO,B,222.09
1905540.00,1,NA,B,141.66
2931600.00,3,AR,B,141.66
1172640.00,3,CO,B,141.66
4397400.00,2,CO,B,222.09
5130.30,3,AR,B,115.49
989415.00,3,AR,B,115.49
152687.50,3,AR,B,115.49
732900.00,3,AR,B,115.49
293160.00,1,TR,B,115.49
952770.00,2,CO,B,115.49
1099350.00,3,AR,B,115.49
5936490.00,3,CO,A,115.49
102606.00,1,TR,B,115.49
3664500.00,2,CO,B,113.48
1172640.00,1,TR,B,113.48
293160.00,1,AR,B,113.48
366450.00,3,CO,B,113.48
732900.00,3,AR,B,113.48
5863200.00,1,NA,A,113.48
73290.00,3,AR,B,113.48
73290.00,3,AR,B,113.48
3664500.00,3,AR,B,113.48
410424.00,2,CO,B,113.48
3078180.00,1,TR,B,113.48
850164.00,3,AR,B,113.48
586320.00,3,AR,B,113.48
1495116.00,2,CO,B,113.48
1465800.00,3,AR,B,113.48
3371340.00,3,CO,B,125.10
977200.00,3,CO,B,125.10
605864.00,3,CO,B,125.10
439740.00,2,CO,B,125.10
732900.00,2,CO,B,122.88
1539090.00,3,AR,B,122.88
244300.00,2,CO,B,122.88
2198700.00,1,TR,B,122.88
131922.00,3,AR,B,122.88
1978830.00,1,NA,B,122.88
293160.00,2,CO,B,122.88
5863200.00,3,CO,A,122.88
7329000.00,3,AR,A,122.88
1319220.00,2,CO,B,122.88
1172640.00,1,TR,B,122.88
439740.00,3,AR,B,207.77
2198700.00,1,NA,B,207.77
29316.00,3,AR,B,122.79
219870.00,1,AR,B,122.79
107492.00,2,CO,B,122.79
146580.00,2,CO,B,122.79
1172640.00,1,TR,B,122.79
659610.00,3,AR,B,122.79
95277.00,3,AR,B,122.79
2931600.00,2,CO,B,122.79
513030.00,2,CO,B,122.79
436686.25,3,CO,B,125.59
1099350.00,3,CO,B,125.59
1465800.00,3,CO,B,125.59
366450.00,3,AR,B,125.59
1236768.75,1,NA,B,125.59
439740.00,3,CO,B,125.59
329805.00,1,NA,B,125.59
109935.00,3,AR,B,267.95
109935.00,1,AR,B,267.95
6351800.00,3,CO,A,267.95
1319220.00,1,NA,B,267.95
1172640.00,2,CO,B,155.01
219870.00,3,CO,B,155.01
2198700.00,1,TR,B,155.01
1465800.00,1,NA,B,155.01
366450.00,2,CO,B,155.01
527688.00,2,CO,B,155.01
5496750.00,1,TR,A,155.01
100773.75,3,AR,B,155.01
3048864.00,1,TR,B,155.01
542346.00,2,CO,B,155.01
381108.00,3,CO,B,155.01
1465800.00,3,CO,B,155.01
390880.00,2,CO,B,155.01
2931600.00,1,AR,B,210.75
1758960.00,3,AR,B,210.75
1319220.00,1,TR,B,210.75
1612380.00,3,NA,B,210.75
927118.50,3,NA,B,210.75
732900.00,3,NA,B,210.75
1465800.00,1,AR,B,330.71
97109.25,2,CO,B,330.71
293160.00,2,CO,B,330.71
87948.00,2,CO,B,330.71
366450.00,3,NA,B,330.71
33713.40,3,CO,B,739.50
5863200.00,3,CO,A,344.87
183225.00,3,NA,B,344.87
109935.00,3,NA,B,344.87
73290.00,1,AR,B,344.87
427525.00,2,CO,B,407.65
3664500.00,3,AR,B,407.65
1465800.00,3,CO,B,1370.16
1154317.50,1,TR,B,407.65
36645.00,2,CO,B,407.65
14658.00,2,CO,B,407.65
10993500.00,3,AR,A,407.65
586320.00,1,TR,B,407.65
342020.00,1,NA,B,407.65
109935.00,3,AR,B,407.65
732900.00,2,CO,B,407.65
97720.00,1,AR,B,485.02
97720.00,2,CO,B,485.02
278502.00,2,CO,B,485.02
329805.00,3,NA,B,485.02
47638.50,3,CO,B,485.02
254072.00,2,CO,B,485.02
213762.50,2,AR,B,395.96
1026060.00,3,AR,B,395.96
564333.00,3,AR,B,395.96
1649025.00,2,CO,B,395.96
366450.00,3,AR,B,395.96
351792.00,2,CO,B,395.96
1099350.00,3,AR,B,395.96
58632.00,3,NA,B,395.96
439740.00,1,TR,B,395.96
5863200.00,3,AR,A,395.96
1429155.00,2,CO,B,395.96
2198700.00,3,AR,B,395.96
1465800.00,3,AR,B,395.96
513030.00,2,CO,B,395.96
439740.00,2,CO,B,456.15
1172640.00,2,CO,B,163.34
2198700.00,2,CO,B,163.34
2638440.00,3,CO,B,163.34
7329000.00,3,CO,A,163.34
1319220.00,1,TR,B,163.34
1465800.00,1,AR,B,290.37
1319220.00,3,CO,B,290.37
2052120.00,1,NA,B,57.42
227199.00,3,CO,B,57.42
864822.00,3,AR,B,57.42
659610.00,2,CO,B,57.42
732900.00,3,AR,B,57.42
1099350.00,3,CO,B,57.42
2931600.00,3,CO,B,57.42
2198700.00,1,TR,B,57.42
1465800.00,3,AR,B,57.42
1319220.00,1,TR,B,57.42
439740.00,3,AR,B,129.26
7783398.00,1,NA,A,57.42
225000.30,2,CO,B,57.42
1465800.00,1,TR,B,57.42
11726400.00,3,AR,A,129.26
2052120.00,2,CO,B,80.35
5863200.00,1,NA,A,80.35
5496750.00,2,CO,A,80.35
659610.00,3,AR,B,80.35
3664500.00,1,NA,B,80.35
1465800.00,1,NA,B,80.35
6009780.00,3,CO,A,80.35
1978830.00,2,CO,B,80.35
879480.00,3,NA,B,80.35
879480.00,2,CO,B,80.35
2550492.00,3,AR,B,80.35
1319220.00,3,CO,B,80.35
87948.00,3,AR,B,80.35
439740.00,3,AR,B,146.13
3195444.00,3,AR,B,146.13
732900.00,3,CO,B,66.55
87948.00,3,AR,B,66.55
384772.50,1,NA,B,66.55
8061900.00,3,AR,A,66.55
1905540.00,3,CO,B,66.55
366450.00,3,AR,B,66.55
2931600.00,3,CO,B,66.55
1465800.00,1,TR,B,66.55
1319220.00,3,CO,B,66.55
5863200.00,3,CO,A,100.02
2931600.00,2,CO,B,100.02
671825.00,2,CO,B,100.02
1099350.00,3,CO,B,92.97
2198700.00,3,AR,B,92.97
1099350.00,1,AR,B,92.97
1465800.00,3,AR,B,92.97
494707.50,1,TR,B,92.97
2198700.00,1,TR,B,92.97
439740.00,1,NA,B,92.97
586320.00,2,CO,B,92.97
366450.00,3,AR,B,92.97
2785020.00,1,TR,B,92.97
469056.00,1,TR,B,92.97
1905540.00,3,CO,B,99.92
45806.25,2,CO,B,99.92
659610.00,2,CO,B,99.92
714577.50,3,AR,B,99.92
586320.00,3,NA,B,99.92
1026060.00,3,AR,B,99.92
36645.00,3,AR,B,99.92
513030.00,3,CO,B,99.92
219870.00,3,NA,B,99.92
10993.50,2,CO,B,99.92
1319220.00,2,CO,B,99.92
7329000.00,2,CO,A,99.92
879480.00,3,AR,B,101.01
1026060.00,3,AR,B,157.17
1612380.00,1,NA,B,101.01
1026060.00,3,AR,B,101.01
879480.00,2,CO,B,101.01
1758960.00,1,NA,B,101.01
879480.00,1,TR,B,157.17
3078180.00,1,NA,B,447.70
732900.00,3,NA,B,447.70
6009780.00,2,CO,A,447.70
1758960.00,2,CO,B,424.53
879480.00,1,NA,B,424.53
293160.00,3,NA,B,424.53
146580.00,2,CO,B,424.53
2814336.00,3,NA,B,424.53
7329000.00,2,CO,A,403.31
989415.00,3,AR,B,403.31
1465800.00,2,CO,B,403.31
381108.00,3,CO,B,403.31
28094.50,3,AR,B,403.31
674268.00,2,CO,B,403.31
1801712.50,3,CO,B,403.31
1319220.00,3,AR,B,403.31
148412.25,2,CO,B,403.31
2931600.00,3,CO,B,403.31
134853.60,3,CO,B,403.31
384772.50,3,NA,B,1361.30
2198700.00,1,TR,B,350.45
1978830.00,3,NA,B,350.45
732900.00,2,CO,B,350.45
2785020.00,2,CO,B,350.45
274837.50,2,CO,B,350.45
128257.50,3,AR,B,350.45
513030.00,2,CO,B,350.45
268730.00,3,AR,B,532.53
3053750.00,1,NA,B,532.53
5570040.00,3,AR,A,312.86
662541.60,3,CO,B,532.53
549675.00,3,CO,B,312.86
3664500.00,3,CO,B,532.53
348127.50,3,AR,B,312.86
923454.00,3,AR,B,312.86
146580.00,3,NA,B,312.86
732900.00,3,NA,B,312.86
1832250.00,3,CO,B,347.08
150244.50,2,CO,B,347.08
1319220.00,3,AR,B,347.08
7329000.00,2,CO,A,347.08
10260600.00,3,NA,A,347.08
1099350.00,3,AR,B,347.08
1465800.00,3,NA,B,347.08
732900.00,2,CO,B,347.08
879480.00,1,AR,B,347.08
1465800.00,1,TR,B,347.08
879480.00,1,NA,B,347.08
1026060.00,3,CO,B,347.08
1465800.00,3,NA,B,347.08
577158.75,3,AR,B,347.08
1526875.00,3,AR,B,347.08
806190.00,2,CO,B,405.59
12752460.00,2,CO,A,405.59
3078180.00,2,CO,B,405.59
1758960.00,2,CO,B,405.59
1978830.00,1,NA,B,405.59
329805.00,1,NA,B,329.70
219870.00,3,NA,B,329.70
3298050.00,2,CO,B,329.70
73290.00,3,AR,B,329.70
586320.00,2,CO,B,329.70
271173.00,2,CO,B,329.70
1099350.00,2,CO,B,329.70
1099350.00,1,NA,B,329.70
58632.00,3,AR,B,372.20
1099350.00,2,CO,B,372.20
659610.00,2,CO,B,372.20
527688.00,2,CO,B,372.20
1539090.00,1,TR,B,372.20
404011.12,3,AR,B,372.20
2198700.00,2,CO,B,450.72
622965.00,2,CO,B,450.72
9894150.00,3,AR,A,450.72
164902.50,3,AR,B,450.72
659610.00,3,AR,B,450.72
1465800.00,3,AR,B,450.72
1465800.00,2,CO,B,450.72
366450.00,3,NA,B,450.72
1612380.00,2,CO,B,450.72
2931600.00,2,CO,B,450.72
1465800.00,2,CO,B,450.72
234528.00,3,AR,B,348.17
659610.00,3,CO,B,348.17
4580625.00,3,AR,B,348.17
164169.60,3,AR,B,348.17
439740.00,3,AR,B,348.17
7475580.00,3,AR,A,348.17
3371340.00,3,AR,B,348.17
410424.00,3,AR,B,348.17
1517103.00,2,CO,B,348.17
2198700.00,2,CO,B,348.17
1245930.00,3,AR,B,73.38
2198700.00,3,NA,B,73.38
1832250.00,1,TR,B,73.38
806190.00,3,CO,B,73.38
384772.50,3,AR,B,73.38
2638440.00,3,CO,B,73.38
3664500.00,3,CO,B,165.40
977200.00,1,TR,B,165.40
2015475.00,3,AR,B,77.55
439740.00,3,AR,B,77.55
219870.00,3,AR,B,77.55
1832250.00,2,CO,B,77.55
879480.00,1,NA,B,77.55
879480.00,1,TR,B,77.55
586320.00,3,AR,B,77.55
140716.80,3,AR,B,177.96
1245930.00,2,CO,B,141.45
10993500.00,3,CO,A,141.45
4397400.00,1,AR,B,141.45
1143324.00,3,CO,B,141.45
527688.00,3,AR,B,141.45
4397400.00,3,AR,B,141.45
488600.00,3,AR,B,141.45
109935.00,3,AR,B,77.48
76954.50,3,AR,B,77.48
732900.00,1,NA,B,77.48
879480.00,3,AR,B,127.54
3078180.00,1,NA,B,127.54
3488604.00,3,AR,B,77.48
1539090.00,2,CO,B,77.48
2198700.00,3,NA,B,77.48
625896.60,3,AR,B,127.54
488600.00,1,AR,B,103.50
244300.00,1,AR,B,103.50
806190.00,2,CO,B,103.50
2491860.00,2,CO,B,103.50
879480.00,2,CO,B,103.50
1758960.00,1,AR,B,103.50
1099350.00,3,CO,B,103.50
34202.00,1,TR,B,103.50
2198700.00,1,TR,B,103.50
2198700.00,1,TR,B,103.50
293160.00,1,AR,B,103.50
293160.00,1,AR,B,103.50
342020.00,1,TR,B,103.50
2137625.00,2,CO,B,103.50
659610.00,3,CO,B,103.50
366450.00,1,AR,B,103.50
366450.00,1,AR,B,103.50
2418570.00,1,NA,B,103.50
806190.00,3,AR,B,103.50
732900.00,3,AR,B,103.50
1172640.00,1,TR,B,103.50
1758960.00,3,AR,B,103.50
1612380.00,3,NA,B,159.43
879480.00,3,AR,B,159.43
410424.00,2,CO,B,159.43
659610.00,1,TR,B,159.43
256515.00,1,NA,B,159.43
7255710.00,2,CO,A,159.43
1758960.00,1,NA,B,159.43
1319220.00,2,CO,B,159.43
439740.00,1,NA,B,159.43
1758960.00,3,AR,B,81.65
1758960.00,3,AR,B,81.65
241857.00,3,AR,B,81.65
1026060.00,3,CO,B,81.65
348493.95,2,CO,B,81.65
10260600.00,3,AR,A,81.65
2198700.00,3,NA,B,81.65
4925088.00,2,CO,B,81.65
4397400.00,3,CO,B,81.65
1231272.00,3,AR,B,81.65
586320.00,3,CO,B,81.65
600978.00,2,CO,B,81.65
1319220.00,1,AR,B,68.86
366450.00,2,CO,B,68.86
1172640.00,3,AR,B,68.86
1832250.00,3,CO,B,68.86
2125410.00,2,CO,B,68.86
1099350.00,2,CO,B,68.86
2638440.00,3,CO,B,68.86
2198700.00,2,CO,B,68.86
48860.00,2,CO,B,68.86
219870.00,3,CO,B,68.86
10993500.00,1,NA,A,68.86
1539090.00,2,CO,B,100.93
940555.00,2,CO,B,100.93
5863200.00,2,CO,A,100.93
2198700.00,3,AR,B,100.93
167956.25,1,TR,B,96.21
1832250.00,1,NA,B,96.21
952770.00,1,NA,B,96.21
54967.50,3,NA,B,96.21
73290.00,3,CO,B,96.21
3811080.00,2,CO,B,96.21
6596100.00,3,AR,A,96.21
855050.00,3,NA,B,96.21
513030.00,1,TR,B,251.38
1187298.00,3,CO,B,251.38
351792.00,1,TR,B,251.38
1319220.00,2,CO,B,251.38
4250820.00,2,CO,B,251.38
439740.00,1,TR,B,251.38
659610.00,3,CO,B,251.38
10993500.00,3,AR,A,251.38
952770.00,3,CO,B,251.38
10260600.00,1,NA,A,552.96
824512.50,3,AR,B,552.96
1978830.00,3,AR,B,437.92
2345280.00,3,AR,B,437.92
439740.00,3,AR,B,437.92
4397400.00,1,NA,B,437.92
732900.00,3,AR,B,437.92
879480.00,3,AR,B,437.92
439740.00,2,CO,B,437.92
1343650.00,1,TR,B,437.92
1106679.00,3,AR,B,437.92
1007737.50,3,AR,B,437.92
732900.00,3,NA,B,437.92
1649025.00,3,AR,B,297.98
5130300.00,2,CO,A,297.98
513030.00,2,CO,B,297.98
1832250.00,3,CO,B,297.98
4250820.00,3,CO,B,297.98
1842022.00,2,CO,B,297.98
3517920.00,1,TR,B,297.98
1407168.00,1,TR,B,297.98
256515.00,2,CO,B,297.98
4837140.00,2,CO,B,641.47
4397400.00,3,CO,B,641.47
458062.50,3,AR,B,641.47
213762.50,3,NA,B,297.98
1319220.00,3,AR,B,297.98
1319220.00,3,AR,B,297.98
1099350.00,3,NA,B,297.98
598535.00,3,NA,B,297.98
1319220.00,3,AR,B,297.98
519870.40,3,AR,B,297.98
219870.00,1,AR,B,297.98
1893325.00,3,AR,B,641.47
879480.00,3,CO,B,297.98
3664500.00,3,AR,B,297.98
1641696.00,3,AR,B,297.98
3426307.50,3,AR,B,297.98
3078180.00,3,CO,B,297.98
3591210.00,2,CO,B,297.98
7768740.00,2,CO,A,429.05
5130300.00,2,CO,A,429.05
879480.00,3,NA,B,429.05
879480.00,2,CO,B,429.05
15185688.00,3,AR,O,429.05
1465800.00,2,CO,B,429.05
11081448.00,3,AR,A,429.05
9857505.00,3,AR,A,429.05
12459300.00,2,CO,A,429.05
527688.00,3,NA,B,429.05
109935.00,3,AR,B,429.05
3517920.00,2,CO,B,429.05
293160.00,3,AR,B,429.05
2572479.00,3,NA,B,318.02
732900.00,3,CO,B,318.02
1099350.00,2,CO,B,318.02
439740.00,3,AR,B,318.02
2198700.00,2,CO,B,318.02
5570040.00,1,NA,A,318.02
1703992.50,3,CO,B,439.19
1007737.50,3,CO,B,439.19
1758960.00,3,CO,B,439.19
219870.00,2,CO,B,439.19
234528.00,3,AR,B,439.19
263844.00,2,CO,B,439.19
791532.00,3,CO,B,439.19
146580.00,1,AR,B,439.19
48860.00,2,CO,B,439.19
971092.50,2,CO,B,439.19
4397400.00,2,CO,B,149.01
219870.00,3,AR,B,149.01
3664500.00,3,AR,B,149.01
5252450.00,2,CO,A,149.01
659610.00,3,AR,B,149.01
1758960.00,2,CO,B,149.01
293160.00,2,CO,B,103.01
1671012.00,2,CO,B,103.01
1758960.00,2,CO,B,103.01
1758960.00,1,TR,B,103.01
1978830.00,1,TR,B,103.01
1539090.00,3,AR,B,103.01
24918600.00,3,CO,O,103.01
1172640.00,3,AR,B,103.01
732900.00,3,CO,B,103.01
146580.00,3,CO,B,103.01
747558.00,3,CO,B,103.01
43974000.00,3,AR,Pl,334.06
439740.00,3,AR,B,334.06
659610.00,3,AR,B,472.97
659610.00,3,AR,B,472.97
2931600.00,1,NA,B,472.97
1245930.00,2,CO,B,472.97
5130300.00,1,TR,A,472.97
644952.00,2,CO,B,472.97
1099350.00,3,CO,B,472.97
2638440.00,2,CO,B,472.97
249186.00,3,CO,B,472.97
1758960.00,3,AR,B,472.97
68404.00,3,AR,B,472.97
4397400.00,3,AR,B,472.97
2931600.00,3,NA,B,390.14
476385.00,1,AR,B,305.66
351792.00,1,AR,B,305.66
1758960.00,2,CO,B,305.66
1465800.00,3,CO,B,305.66
146580.00,1,NA,B,305.66
195440.00,1,NA,B,305.66
3459288.00,3,CO,B,305.66
615636.00,3,AR,B,305.66
205212.00,3,AR,B,305.66
189088.20,1,NA,B,158.23
2656762.50,2,CO,B,158.23
395766.00,3,AR,B,158.23
1421826.00,3,AR,B,158.23
2308635.00,3,AR,B,158.23
2373130.20,2,CO,B,158.23
1934856.00,1,AR,B,158.23
2667756.00,1,AR,B,158.23
1172640.00,3,AR,B,158.23
